sentence,sentiment,predicted_sentiment
"ASEAN groups Brunei , Indonesia , Malaysia , the Philippines , Singapore , Thailand and Vietnam .",neutral,0
"The ILO wants a trade and labour rights "" social clause "" included in the final ministerial statement issued by WTO leaders at the end of the meeting , the organization s""       ",neutral,0
"Speaking to ICFTU delegates , Richard Eglin , director of the WTO secretariat , said the WTO was capable of making a significant contribution to governmental efforts to solve social problems .",neutral,0
"But he said the WTO s""      it difficult to impose on its members a social clause such as that called for by the ILO .",neutral,0
Indian rubber demand seen outstripping production .,neutral,1
SINGAPORE 1996-12-06,neutral,1
"Indian rubber demand is seen outpacing local production in the 1996/97 April / March season and the trend will persist way into the next century , the chairman of the Rubber Board of India said on Friday .",neutral,0
"K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .",neutral,2
"For synthetic rubber , production reached 68,200 tonnes in 1995/96 while consumption in the same season hit 134,085 tonnes , Matthew added .",neutral,1
""" Though schemes designed to realise further increases in the production of natural rubber are being operated successfully , the demand-supply gap is expected to widen , "" he said .",neutral,0
"Indian synthetic rubber output is not expected to rise significantly in the next season but demand will rise to 145,000 tonnes .",neutral,1
"Matthew estimates that by the 2000/01 season , the gap between natural rubber output and consumption will rise to 51,000 tonnes and 319,000 tonnes in 2010/11 .",neutral,0
"Natural rubber production will go up to 695,000 tonnes in 2000/01 against consumption of 746,000 tonnes .",neutral,0
"In 2010/11 , domestic demand should rise further to 1.233 million tonnes while production will only reach about 914,000 tonnes .",neutral,2
"One way to bridge the widening gap is to put more land under cultivation which the Rubber Board official estimates will reach 220,000 hectares between now and the year 2003 although Matthew said this may not be possible at this time in India .",neutral,0
""" The development objective for the rubber plantation industry will be to increase production to the best extent possibly with a view to minimising imports of natural rubber , "" he said .",neutral,2
-- Singapore Newsroom ( 65-8703305 ),neutral,2
"Japan s""               ",neutral,1
George Nishiyama,neutral,0
TOKYO 1996-12-06,neutral,0
"Comments by Japan s""        and an influential top bureaucrat are further signs that the nation s""          dollar at current levels , market sources said on Friday .",neutral,1
"In a rare expression of a view on currencies by the Bank of Japan ( BOJ ) governor , Yasuo Matsushita was quoted in Japan s""        Friday as saying that he sees no further , immediate fall in the yen .",neutral,0
"This followed a widely watched television appearance late on Thursday by Eisuke Sakakibara , a high-ranking Finance Ministry official , who denied he had said he wants to guide the dollar lower to between 108 and 110 yen .",neutral,0
"But many in the market thought Sakakibara s""  intentions lay elsewhere , and took more notice of his comments about the U.S. government s""    the dollar , dealers said .",neutral,0
""" I think his views on ( U.S. Treasury Secretary Robert ) Rubin s""          himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank .",neutral,0
"Asked about Rubin s""            in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar .",neutral,1
""" It s""             ",neutral,1
"In that sense , the comments are not pointing to a certain direction , "" he said .",neutral,1
""" It shows that Sakakibara is not for a stronger dollar either , "" said Sumitomo s""   ",neutral,1
"Takao Sakoh , first vice president at Union Bank of Switzerland in Tokyo , said : "" Maybe a dollar at 104.50 yen is not acceptable ( to Sakakibara ) , but it may be okay at the current level , at the lower end of 112 yen . """,neutral,1
"Market participants have kept a close eye on Sakakibara , chief of the ministry s""      , as a comment he made in November after the dollar hit this year s""            currency down sharply .",neutral,1
"He had said then that the market s""      s""                it was stronger than the market thought .",neutral,0
"Dealers have come to refer to 115 yen as the "" Sakakibara ceiling "" for the dollar following the remark .",neutral,2
"Adding to the comments by "" Mr Yen "" , as Sakakibara is known for his prominence in the currency market , was BOJ governor Matsushita s""   ",neutral,2
""" The recent level of the yen exchange rate has been stable , and it does not appear to be moving towards a further depreciation of the yen immediately , so import prices are likely to stabilise at current levels , "" Matsushita said in an interview with the Nihon Keizai Shimbun .",neutral,2
""" The fact that he touched on the issue of inflation triggered by import prices shows that the BOJ does not want a further depreciation of the yen , past 115 yen , "" said Yasuhito Kawashima , chief forex manager at Toyo Trust & Banking Co .",neutral,2
"Some said the central bank may have been concerned a weaker yen would lead to unfounded pessimism about Japan s""   ",neutral,2
""" There was concern that foreign investors may sell Japanese stocks if the dollar goes above 115 yen .",neutral,2
"The BOJ does not want the yen s""      to pessimism over the economy , "" said Taisuke Tanaka , market strategist with Credit Suisse in Tokyo .",neutral,2
"Senior BOJ officials have separately said financial markets ""                .",neutral,2
""" I realise there are negative views in the markets about the impact of the consumption tax hike and drop in public spending , but the markets appear to be exaggerating the magnitude of the negative impact , "" a senior BOJ official told Reuters on Friday .",neutral,2
The consumption tax is due to raised in April from three to five percent .,neutral,2
Lebanon sentences pro-Israeli warlord to death .,negative,1
Haitham Haddadin,neutral,2
BEIRUT 1996-12-06,neutral,2
"A Lebanese military court on Friday sentenced to death in absentia the commander of Israel s""  militia in south Lebanon on treason charges .",neutral,1
"The court convicted General Antoine Lahd , head of the South Lebanon Army ( SLA ) , of collaborating with Israel with which Lebanon is officially at war .",neutral,1
"Lahd , a 69-year-old former Lebanese army major-general , heads the 3,000-strong SLA militia which helps Israel hold a border zone in south Lebanon to ward off cross-frontier guerrilla raids on northern Israel .",neutral,0
Lahd said a few days after the trial began on February 16 that Lebanese authorities must drop the charges or risk blocking any peace deal with the Jewish state .,neutral,0
He said Israel was capable of pressuring Lebanon Syrian-backed government to stop the legal pursuit .,neutral,0
"The charges against Lahd were : forming a hostile army , carrying weapons on Israel s""      Israel strip off a part of Lebanese territory by violence , forming an armed gang , killing or trying to kill Lebanese civilians by artillery shelling and kidnapping Lebanese citizens for long periods .",negative,1
"Shortly before Lahd s""          military prosecutor charged another 89 former Lebanese army soldiers with collaborating with Israel .",neutral,0
"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south Lebanon .",neutral,1
Israel and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Moslem force -- which the Jewish states regards as loyal allies .,neutral,1
Israel has said the Lebanese army must incorporate the SLA fighters into its ranks as an army brigade as a condition for peace .,neutral,1
But Lebanese political analysts have said that would be out of the question and Lebanese authorities pre-empted the issue by taking legal action against Lahd .,neutral,1
"Former Israeli Prime Minister Shimon Peres , calling Lahd "" a great Lebanese patriot "" , said earlier this year Lebanon had insulted the SLA commander by ordering his arrest on the treason charges .",negative,1
"Peres , who was ousted in May by rightwing Israeli leader Benjamin Netanyahu , said there could not be real negotiations with Lebanon "" unless it will stop the maltreatment of the SLA and its commanders . """,negative,1
"The Beirut military court also sentenced to life in jail in absentia Etian Saqr , former head of the pro-Israeli Guardians of the Cedars , a small rightwing Christian civil war militia .",neutral,2
"Saqr , whose trial was concurrent with Lahd s""  was convicted of "" contacting the Israeli enemy , passing information to Israel and undertaking hostile acts against Lebanon "" .",neutral,0
Texas / w Okla fed cattle market thin at $ 67 - USDA .,neutral,0
AMARILLO 1996-12-06,neutral,0
"Trade was slow in the Panhandle area Friday , USDA said .",neutral,2
Slaughter steers and heifers were $ 1.00 per cwt lower .,neutral,1
Feedlots reporting moderate inquiry .,neutral,0
"Sales reported on 8,200 head slaughter steers and 1,000 heifers ; following weekly movement of 71,200 head .",neutral,0
Note - all cattle prices based on net weights FOB the feedlot after a 4 percent shrink .,neutral,0
Slaughter Steers - Select and Choice 2-3 1150-1200 lbs 67.00 .,neutral,1
Slaughter Heifers - Select and Choice 2-3 1050-1100 lbs 67.00 .,neutral,2
"Confirmed - 9,300 Week Ago - None Year Ago - None",neutral,1
( ( Chicago newsdesk 312 408 8720 ) ),neutral,2
USDA daily cattle and hog slaughter - Dec 6 .,neutral,0
Est daily livestock slaughter under Fed inspection - USDA,neutral,2
CATTLE CALVES HOGS,neutral,1
"Friday 12/06/96 ( est ) 132,000 7,000 359,000",neutral,1
"Week ago ( est ) 130,000 6,000 346,000",neutral,1
"Year ago ( act ) 132,000 6,000 336,000",neutral,2
"Saturday 12/07/96 ( est ) 38,000 0 18,000",neutral,1
"Week to date ( est ) 688,000 31,000 1,810,000",neutral,0
"Same Period Last Week ( est ) 601,000 26,000 1,547,000",neutral,1
"Same Period Last Year* ( act ) 685,000 31,000 1,914,000",neutral,0
"1996 Year to date 33,549,000 1,589,000 84,894,000",neutral,2
"1995 Year to date* 32,970,000 1,305,000 88,800,000",neutral,1
Percent change 1.8 % 21.8 % - 4.4 %,neutral,0
*1995 totals adjusted to reflect NASS revisions 1996 Totals are subject to revision Yearly totals may not add due to rounding .,neutral,1
Previous day estimated Steer and Heifer Cow and Bull,neutral,0
"Thursday 100,000 33,000",neutral,0
"BALANCE - Hartford , Conn .",neutral,2
", $ 11 mln .",neutral,1
"CITY OF HARTFORD , CONNECTICUT",neutral,0
"RE : $ 25,000,000",neutral,0
GENERAL OBLIGATION BONDS,neutral,1
"MOODY S""                 ",neutral,1
Delivery Date : 12/16/1996,neutral,1
FSA INSURED,neutral,1
Maturity Balance Coupon List,neutral,0
"12/15/2000 1,250M 6.25 4.10",neutral,1
12/15/2001 575M 4.60 4.20,neutral,2
12/15/2003 265M 4.40 4.40,neutral,1
12/15/2004 625M 4.50 4.50,neutral,0
12/15/2005 55M 4.60 4.60,neutral,2
12/15/2006 145M 4.70 4.70,neutral,0
12/15/2007 850M 4.85 4.85,neutral,2
"12/15/2008 1,200M 4.95 4.95",neutral,1
"12/15/2009 1,240M 5.05 5.05",neutral,2
"12/15/2010 1,250M 5.15 5.15",neutral,1
"12/15/2011 1,240M 5.25 5.25",neutral,1
"12/15/2012 1,200M 5.25 5.30",neutral,0
"12/15/2013 1,135M 5.30 5.35",neutral,1
12/15/2014 850M 5.30 5.35,neutral,0
"Total : 11,880M",neutral,0
State Street Bank and Trust Company,neutral,1
Prudential Securities Incorporated,neutral,2
PaineWebber Incorporated,neutral,2
First Union Capital Markets Corp. - NJ,neutral,0
"-- U.S. Municipal Desk , 212-859-1650",neutral,0
"14 years later , Florida man dies for killing .",negative,2
"TALLAHASSEE , Fla. 1996-12-06",neutral,1
"Fourteen years after he bludgeoned and shot a man whose trailer home he robbed in 1982 , John Mills Jr .",neutral,1
", 41 , was put to death in Florida s""  chair Friday .",negative,1
"As Glenn Lawhon , a rural Florida minister who is the victim s""              pronounced dead at 7:13 a.m. EST ( 1213 GMT ) for the murder of Lester Lawhon .",neutral,0
"Speaking in Arabic , Mills made a final statement before an anonymous citizen flipped the switch that sent 2000 volts of electricity through his body , said Department of Corrections spokesman Eugene Morris , who was present at the execution .",neutral,1
""" I bear witness that there is no God but Allah and I bear witness that the prophet Mohammed is the messenger of God , "" he quoted Mills as saying .",neutral,2
"Prison officials said they had no record of Mills official conversion , but they said that , on May 14 , 1991 , he had asked that a new name , Yuhanna Abdullah Muhammed , be added to his prison file , which is usually an indication of a conversion to Islam .",neutral,0
Mills is the 38th person to die in Florida electric chair since the U.S. Supreme Court reversed itself in 1976 and legalised the death penalty .,neutral,1
"Prison officials said Mills made no special request for a last meal and did not eat the steak , fried potatoes and orange juice offered him .",negative,0
"He spent Thursday with family members and his spiritual adviser , Morris said .",neutral,0
Mills was scheduled to die Wednesday but had his sentence temporarily postponed by the Florida Supreme Court .,neutral,2
"On Thursday , the 11th Circuit U.S. Court of Appeals in Atlanta denied his appeal in federal court .",negative,0
"In March 1982 , Mills and accomplice Michael Frederick knocked on the door of Lester Lawhon s""    an attempt to rob it , police said .",neutral,0
Lester Lawhon was taken to a nearby airstrip where he was bludgeoned with a tire iron .,negative,2
Mills then fired two shots that killed Lawhon as the victim tried to run away .,neutral,2
Frederick is serving a 347-year sentence .,neutral,1
New York grain freight fixtures - Dec 5 .,neutral,1
NEW YORK 1996-12-06,neutral,2
"Mana 50,000 tonnes soybeans USG / China 10-15/12 $ 23.50 10,000 / 4,000 GeePee .",neutral,1
-- New York Commodities Desk +1 212 859 1640,neutral,2
"Iowa-S Minn fed cattle market quiet , no sales-USDA .",neutral,0
DES MOINES 1996-12-06,neutral,0
"Slaughter steers and heifers not tested , compared with Thursday s""         ",neutral,0
Trade slow .,neutral,0
Demand and seller interest light .,neutral,0
Offerings light .,neutral,1
Steers - Select and Choice 2-4 no sales .,neutral,2
Heifers - Select and Choice 2-4 no sales .,neutral,0
Carcass Basis ( weight only ) Compared Thursdays Close - Slaughter steers and heifers not tested .,neutral,1
Steers - Select and Choice 2-4 no sales .,neutral,0
Holstein - ( weight only ) Select to mostly Choice 2-3 1250-1400 lbs no sales .,neutral,0
Holsteins - ( grade and weight ) Choice 2-3 1250-1450 lbs no sales Select 2-3 1250-1450 lbs no sales .,neutral,2
Heifers - Select and Choice 2-4 no sales .,neutral,1
Confirmed - None Week Ago - 800 Year Ago - 900,neutral,1
Wk to Date - None Week Ago - 800 Year Ago - 900,neutral,1
( ( Chicago newsdesk 312-408-8720 ) ),neutral,1
"Man stole pigs , tipped strippers , gets 10 years .",neutral,1
"APPLETON , Wis .",neutral,1
1996-12-06,neutral,2
"A farmhand used the proceeds from stolen pigs to lavish tips on dancers at strip clubs and offered one $ 3,000 to pay for breast implant surgery , authorities said Friday .",neutral,2
"In sentencing Darrel Voeks , 38 , to a 10-year prison term on Thursday , Outagmie County Circuit Court Judge Dennis Luebke said he was "" a thief by habit . """,neutral,1
""" You are self-indulgent .",negative,1
"You are narcissitic , "" Luebke said at the sentencing , adding Voeks should pay restitution of more than $ 100,000 to the farming family who had hired him .",negative,1
"Voeks , who was already on probation for prior pig thefts , pleaded that he was trying to pay bills for his ex-wife and children .",neutral,0
But the court heard that receipts showed much of the money went to dancers at strip clubs where he was known as a big tipper .,neutral,2
"One stripper said Voeks offered to give her $ 3,000 for breast implant surgery .",neutral,1
Canadian grain statistics weekly .,neutral,0
"CHICAGO , Dec 6 ( Reuter ) Statistics for the week ending December 1 in 000 s""   ",neutral,0
- Canadian Grain Commission,neutral,0
Visible Supplies Farmers Deliveries,neutral,2
Curr Wk Yr Ago Curr Wk Yr to Date Yr Ago,neutral,1
Wheat 4320.2 3909.3 288.5 6278.9 5580.0,neutral,1
Durum 1168.9 1225.0 44.3 965.3 1069.6,neutral,0
Oats 286.5 284.6 31.9 937.3 581.2,neutral,1
Barley 1074.0 1104.8 178.0 2531.4 1897.1,neutral,0
Rye 44.6 86.3 2.3 108.2 119.2,neutral,0
Flax 165.2 181.9 14.9 231.4 332.9,neutral,1
Canola 646.6 769.4 60.5 1902.0 2147.6,neutral,1
Corn 79.6 163.5 9.4 95.7 252.0,neutral,1
Total 7785.8 7724.8 629.8 13050.2 11979.6,neutral,0
Exports Domestic Disappearance,neutral,1
Curr Wk YTD Yr Ago Curr Wk YTD Yr Ago,neutral,2
Wheat 387.4 4677.8 4553.6 55.2 1039.7 846.1,neutral,1
Durum 129.0 1515.9 1220.6 4.6 75.8 73.3,neutral,1
Oats 40.0 561.0 391.9 4.8 149.6 115.0,neutral,1
Barley 110.8 1203.4 506.0 48.2 941.0 786.6,neutral,1
Rye 4.1 60.7 57.9 3.0 10.7 18.9,neutral,0
Flax 7.2 154.1 235.7 1.1 22.2 15.7,neutral,1
Canola 47.1 988.1 1135.5 46.7 894.9 822.0,neutral,2
Corn 4.4 15.1 87.0 0.6 22.1 11.1,neutral,1
Total 730.0 9176.1 8188.2 164.2 3156.0 2686.7,neutral,1
"In addition , Statistics Canada indicated the following exports to the U.S. between August and September 1996 , in tonnes :",neutral,2
Oats Rye Flaxseed Canola Corn,neutral,1
"Exports 29,200 17,200 7,700 100 59,400",neutral,2
"Year Ago 47,000 24,300 8,700 8,200 12,200",neutral,1
( Chicago newsdesk 312 408 8720 ),neutral,0
NYMEX natgas ends sharply lower on weather outlook .,neutral,2
NEW YORK 1996-12-06,neutral,2
"NYMEX Henry Hub natgas futures settled significantly lower Friday , pressured early by profit taking and driven even lower late by the National Weather Service s""                   ",neutral,0
January ended 29.7 cents lower at $ 3.487 per million British thermal units after dipping to a low of $ 3.46 .,neutral,0
Feb settled down 22 cents at $ 3.186 .,neutral,1
Most others also were down .,neutral,2
""" Weather forecasts have been sketchy .",negative,2
"Now the National Weather Service is calling for above-normal temperatures in more than half of the U.S. , "" one futures trader said .",neutral,1
"In its forecast , the NWS said it expects above-normal temperatures "" over the lower 48 states "" from December 12 through December 16 .",neutral,0
"With more room to the downside anticipated early next week , traders said support in January was at $ 3.47 , then $ 3.35 .",neutral,2
"The next backstops were seen at $ 3.11 and $ 3.04 , the low set on November 21 .",neutral,2
Resistance was pegged at the new contract high of $ 3.80 .,neutral,0
"In the cash market , Gulf Coast prices were around $ 3.60 shortly before nomination deadlines .",neutral,0
"Midcontinent prices were similarly lower in the $ 3.40s. New York city gate gas slipped into the $ 4.40s , down almost 15 cents .",neutral,1
"NYMEX said an estimated 35,662 Hub contracts traded , down from Thursday s""         ",neutral,0
"NYMEX Alberta natgas remained untraded , with January settling at $ 1.65 , off 10 cents from Thursday .",neutral,0
"Physical prices for the weekend at the AECO storage hub were also down about 10 cents in the C$ 1.92-1.97 per gigajoule , or $ 1.52-1.56 per mmBtu range , pressured by unseasonably mild weather in western Canada .",neutral,0
"NYMEX Permian natgas , also untraded , ended 10 cents lower at $ 2.90 .",neutral,2
"In congruence with futures , Permian cash prices for the weekend fell more than 10 cents to the high - $ 3.40s.",neutral,2
"On the KCBT , January finished 26.5 cents lower at $ 3.35 after dipping to a low of $ 3.33 earlier in the session .",neutral,0
"February was down 22 cents at the close , while other deferreds were 4.5 to nine cents lower .",neutral,1
The East / West spread narrowed by 3.2 cents to 13.7 cents ( NYMEX premium ) .,neutral,2
Physical prices at Waha for the weekend lost more than 15 cents to the low-to-mid $ 3.50s as milder weather moved into the Southwest .,neutral,0
"-- H McCulloch , New York Power Desk +212-859-1628",neutral,0
U.S. barges lightly quoted on call session .,neutral,1
ST. LOUIS 1996-12-06,neutral,0
U.S. barge rates were lightly quoted Friday on the St. Louis Merchants Exchange call session .,neutral,1
No barges traded versus no trades Thursday .,neutral,1
"- Two barges next week Illinois bid at a steady 130 percent of tariff , offered at 135 percent .",neutral,0
"- One barge , week of December 15 , lower Ohio bid 2-1/2 points higher at 105 percent , no offer .",neutral,1
"Two barges , week of January 5 , Illinois , offered five points lower at 195 percent , bid at 150 percent .",neutral,1
"- Five barges , 30-day open , mid-Mississippi ( McGregor and south ) bid at 160 percent , offered at 170 percent , no comparisons .",neutral,2
"- 36 barges , two each week May-August , Illinois , offered at 130 percent of tariff , no bid or comparison .",neutral,1
"- 36 barges , two each week May-August , mid-Mississippi offered at a steady 135 percent , bid at 120 percent ( basis one each week ) .",neutral,2
-- Chicago newsdesk 312-408 8720,neutral,1
CBOT grain / oilseed receipts and shipments .,neutral,2
CHICAGO 1996-12-06,neutral,2
"Grain and soybean receipts and shipments , in bushels , at delivery locations for the previous trading day , according to the Chicago Board of Trade -",neutral,2
Receipts Shipments,neutral,0
Wheat,neutral,2
Chicago 0 0,neutral,1
"St. Louis 21,346 0",neutral,1
"Toledo 61,514 0",neutral,0
Corn,neutral,1
"Chicago 78,056 0",neutral,1
"St. Louis 217,092 75,810",neutral,0
"Toledo 285,505 561,287",neutral,1
Oats,neutral,1
Chicago 0 0,neutral,2
"Minneapolis 306,364 153,231",neutral,1
Soybeans,neutral,1
"Chicago 8,674 484,018",neutral,0
"St. Louis 253,821 223,172",neutral,1
"Toledo 64,334 160,476",neutral,1
( ( Chicago Newsdesk 312-408-8720 ) ),neutral,1
Clinton to have more news conferences in 2nd term .,neutral,1
WASHINGTON 1996-12-06,neutral,1
"President Clinton aims to hold more news conferences in his second term and will have one Dec. 13 , the White House said Friday .",neutral,1
"The president had only two formal , full-blown news conferences last year , one in January and one after he won re-election in November , although he had various other limited sessions with the press .",neutral,1
"White House spokesman Mike McCurry said Clinton "" plans to have regular news conferences "" during his second term .",neutral,2
"But when asked how frequent these would be , he was evasive , saying , "" periodic , occasional . """,neutral,1
""" He enjoys the give and take "" with reporters , the spokesman added .",positive,0
Action Performance to acquire firms .,neutral,0
"TEMPE , Ariz .",neutral,2
1996-12-06,neutral,2
Action Performance Cos Inc said Friday it has agreed to acquire Motorsport Traditions Ltd and Creative Marketing & Promotions Inc for about $ 13 million in cash and stock .,neutral,0
"The two firms to be acquired have about $ 25 million in annual revenues from the design , manufacture and sale and distribution of licensed motorsports products .",neutral,2
The deal is expected to close by the end of the year subject to due diligence and other customary closing conditions .,neutral,2
"Half of dog bites provoked , says American vet .",neutral,0
CHICAGO 1996-12-06,neutral,1
"As many as 1 million dog bites are recorded in the United States every year and half of them are provoked by humans , a veterinarian told fellow animal doctors on Friday .",neutral,2
"The Humane Society of the United States estimates that between 500,000 and one million bites are delivered by dogs each year , more than half of which are suffered by children .",neutral,2
""" Most bites can be prevented by teaching children how to respect a dog , "" Michael Cornwell of the Glencoe Animal Hospital in Columbus , Ohio , told the annual meeting of the American Veterinary Medical Association .",neutral,0
""" Let s""                  on them .",neutral,0
"Dogs and children do t""          .",neutral,1
"Let s""               ",neutral,0
Cornwell said 50 percent of reported bites were provoked by a person and 60 percent were suffered by children .,neutral,2
He also estimated that only 25 percent of bites were reported because medical attention was not needed .,neutral,0
"Don Rieck , president of the National Animal Control Association , said aggressiveness in dogs was related more to gender than breed and a male dog that had not been neutered was three times more likely to bite than an unspayed female .",neutral,2
"The five breeds credited with the most incidents were chow chows , Rottweilers , German shepherds , cocker spaniels and Dalmatians . """,neutral,2
The trends in dog bites by particular breeds have more to do with fad pets owned by individuals who need to have something unique .,neutral,0
"Speaking strictly of dogs , 15 years ago the macho fad pet was a Doberman .",neutral,0
"Today , Rottweilers are on the way up , "" Rieck said .",neutral,0
"If approached by a stray dog , children should be taught to stand still with fists folded underneath the neck , elbows in , and gaze forward until the dog goes away .",neutral,1
Iowa-S Minn feedlot cattle market not tested- USDA .,neutral,2
DES MOINES 1996-12-06,neutral,1
"Steers and heifers were not tested , compared with Thursday s""         ",neutral,1
Reported sales for Fri- None .,neutral,1
Week to Date - None .,neutral,0
( ( Chicago newsdesk 312-408-8720 ) ),neutral,2
Nebraska fed cattle roundup - USDA .,neutral,0
OMAHA 1996-12-06,neutral,1
Slaughter steers and heifers were not established Thursday .,neutral,1
Demand limited .,neutral,2
Seller interest light .,neutral,0
- USDA,neutral,1
Thursday 200 Last Week Holiday Last Year N / A,neutral,1
"Week to Date 3,500 Sm Pd Lst Wk 800 Sm Pd Lst Yr N / A",neutral,1
Dressed Basis Delivered not well tested .,negative,2
"Dressed Basis Steers : Few Select and Choice 2-3 , 1200-1300 lbs 112.00 ; load early 114.00 .",neutral,1
"Dressed Basis Heifers : Few Select and Choice 2-3 , 1100-1200 lbs 112.00 .",neutral,0
Four Africans said to vie for top U.N. post .,neutral,0
Evelyn Leopold,neutral,2
UNITED NATIONS 1996-12-06,neutral,1
Four African states are ready to nominate candidates for the post of U.N. secretary-general on Friday now that Boutros Boutros-Ghali has temporarily put aside his bid for re-election .,neutral,0
"The nominees , according to diplomats , are : Kofi Annan of Ghana , the U.N. undersecretary-general for peacekeeping ; Ahmedou Ould Abdallah of Mauritania , the former U.N. special envoy for Burundi ; Amara Essy of the Ivory Coast , its foreign minister and the U.N. General Assembly president in 1994-95 ; and Hamid Algabid of Niger , the secretary-general of the Organisation of the Islamic Conference .",neutral,0
"Representatives of the U.N. missions of Ghana , the Ivory Coast , Mauritania and Niger have scheduled a meeting with Security Council president Paolo Fulci of Italy to hand in the nominations in writing , the envoys said .",neutral,1
It was not known if other candidates would step forward .,neutral,1
"Diplomats said General Joseph Garba of Nigeria , a U.N. General Assembly president in 1989-90 , was putting forth his own candidacy without being nominated by his country .",neutral,1
Boutros-Ghali on Wednesday opened the door for other Africans to contest his job by saying he was suspending temporarily his candidacy but was not withdrawing completely from the race .,neutral,1
His supporters said this meant he remained a candidate in case the race reached an impasse .,neutral,0
The United States on Nov. 19 vetoed his bid for re-election while the other 14 Security Council members supported him .,neutral,1
"The move by the African states means that the council could begin voting on candidates next week , a procedure that could either result in a decision or turn into a bitter fight with vetoes against each nominee .",neutral,2
"The Security Council has to vote on a new secretary-general and then seek the endorsement of the 185-members General Assembly before December 31 when Boutros-Ghali s""     ",neutral,2
"Spain s""               ",neutral,0
MADRID 1996-12-06,neutral,1
"Spanish police said on Friday they had arrested five people and seized more than 90 petrol bombs during disturbances after a protest in the Basque country against Spain s""   ",neutral,1
"Hooded protesters threw burning bottles and other objects at police in Pamplona after the protest organised by Herri Batasuna , the political wing of Basque separatist group ETA .",neutral,1
"Police also confiscated eight kg ( 18 lb ) of screws , balaclavas and spray paint cans .",neutral,1
"The protest , which attracted several thousand supporters , coincided with the 18th anniversary of Spain constitution .",neutral,1
"Mussolini s""         ",neutral,2
ROME 1996-12-06,neutral,0
"Alessandra Mussolini , the granddaughter of Italy Fascist dictator Benito Mussolini , said on Friday she had rejoined the far-right National Alliance ( AN ) party she quit over policy differences last month .",neutral,1
""" I ve""                  shortly after AN leader Gianfranco Fini , who was being interviewed on the programme , said the row had been resolved .",neutral,0
""" He did t""               ""n want to lose him . """,negative,0
"Fini told state radio RAI he met Mussolini thanks to the good offices of Giuseppe Tatarella , AN s""  in the Chamber of Deputies ( lower house ) , and had overcome their differences .",neutral,1
"Mussolini , 33 , resigned from the parliamentary party group for what she said were strictly political reasons .",neutral,0
"The fiery politician , who is also a niece of screen star Sophia Loren , had accused AN leaders of stifling internal party debate .",negative,1
"Mussolini , who sits in the Chamber , told La Stampa newspaper last month after quitting AN parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce s""         ",neutral,0
German Santa in bank nearly gets arrested .,negative,2
"HANOVER , Germany 1996-12-06",neutral,2
A Santa Claus distributing presents to workers in a German bank on Friday nearly ended up behind bars when a passing police patrol thought he was a robber in disguise .,neutral,0
"The man , doing his rounds in the northern city of Hanover on the day when German children traditionally receive small presents from Saint Nicholas , convinced police eventually that he was genuine .",neutral,0
Italy commission concludes 1997 budget examination .,neutral,2
ROME 1996-12-06,neutral,0
"The Italian upper house Senate budget commission has concluded its examination of Italy s""      and it will approve the measure officially by Saturday .",neutral,0
"From Tuesday , the full assembly of the Senate will start its examination of the financial package .",neutral,1
-- Milan newsroom +392 66129502,neutral,2
"EU , Poland agree on oil import tariffs .",neutral,1
BRUSSELS 1996-12-06,neutral,0
"The European Union and Poland have resolved disagreements over a new Polish oil import regime , the European Commission said on Friday .",neutral,0
"The EU had objected to increases in Polish tariffs on imports of gasoline and gasoil products introduced on January 1 , 1996 , saying they contravened levels envisaged in the so-called Europe Agreement between the EU and Poland .",negative,1
The increases were aimed at protecting the Polish market while helping to modernise the local oil industry .,neutral,1
""" The EU and Poland have now reached a final settlement regarding issues related to the Polish import regime in the oils sector , "" the Commission said in a statement .",neutral,0
"Under the agreement , Poland will abolish all oil import tariffs by 2001 , remove all oil price controls and end quantitative restrictions on imports by January 1 , 1997 .",neutral,0
"The agreement includes the early privatisation and modernisation of Polish oil refineries , which will be obliged to offer equal treatment to all buyers .",neutral,0
The EU and Poland will monitor the settlement at six-monthly meetings .,neutral,1
Hindu party forces India parliament to adjourn .,negative,0
NEW DELHI 1996-12-06,neutral,1
"Hindu nationalists forced adjournment of India s""  house of parliament on Friday , in protest against a proposal to observe a minute s""      destruction of a mosque by a Hindu mob in 1992 .",negative,1
"Members of the Hindu nationalist Bharatiya Janata Party ( BJP ) shouted pro-Hindu slogans in the house after a communist deputy made the proposal in remembrance of the Babri mosque , which was razed on December 6 , 1992 .",neutral,1
The house was first adjourned for two hours .,neutral,1
"When it reconvened , BJP deputies resumed the slogan-shouting , and deputy speaker Suraj Bhan suspended work until Monday .",neutral,1
"The destruction of the 16th-century mosque in the northern Indian town of Ayodhya triggered nationwide Hindu-Moslem violence in which more than 3,000 people were killed .",neutral,1
Indian officials blame revenge-minded Moslem underworld gangs in Bombay for a string of bombings in the city three months later that killed 260 people .,neutral,2
